departure_airport_id,departure_airport,departure_terminal,departure_gate,departure_delay,,,,,,arrival_airport_id,arrival_airport,,,,,,,,,,Country
257,Jinan,NULL,NULL,10,,,,,,1,Los Angeles International,,,,,,,,,,China
6,Schiphol,2,E9,2,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,E9,2,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
147,Charles De Gaulle,2E,K30,19,,,,,,1,Los Angeles International,,,,,,,,,,France
147,Charles De Gaulle,2E,K30,19,,,,,,1,Los Angeles International,,,,,,,,,,France
147,Charles De Gaulle,2E,K30,19,,,,,,1,Los Angeles International,,,,,,,,,,France
220,Shanghai Pudong International,NULL,NULL,2,,,,,,1,Los Angeles International,,,,,,,,,,China
6,Schiphol,NULL,NULL,12,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,NULL,NULL,12,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
81,Seoul (Incheon),NULL,NULL,7,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
19,Haneda Airport,3,109,22,,,,,,1,Los Angeles International,,,,,,,,,,Japan
22,Los Cabos,2,14,12,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,14,12,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
220,Shanghai Pudong International,2,NULL,18,,,,,,1,Los Angeles International,,,,,,,,,,China
54,Don Miguel Hidalgo y Costilla International,1,B12,19,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
258,Barajas,NULL,NULL,23,,,,,,1,Los Angeles International,,,,,,,,,,Spain
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
208,Daniel Oduber International,NULL,5,10,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
81,Seoul (Incheon),NULL,NULL,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
56,Tocumen International,2,201,29,,,,,,1,Los Angeles International,,,,,,,,,,Panama
56,Tocumen International,2,201,29,,,,,,1,Los Angeles International,,,,,,,,,,Panama
56,Tocumen International,2,201,29,,,,,,1,Los Angeles International,,,,,,,,,,Panama
,,,,,,,,,,,,,,,,,,,,,
49,Narita International Airport,2,66,16,,,,,,1,Los Angeles International,,,,,,,,,,Japan
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,D4,3,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
52,Fuzhou,NULL,NULL,26,,,,,,1,Los Angeles International,,,,,,,,,,China
218,Taiwan Taoyuan International (Chiang Kai Shek International),NULL,NULL,8,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
48,Beijing Capital International,3,NULL,6,,,,,,1,Los Angeles International,,,,,,,,,,China
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
81,Seoul (Incheon),NULL,NULL,14,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
5,Auckland International,I,4C,17,,,,,,1,Los Angeles International,,,,,,,,,,New Zealand
259,Sheremetyevo International,D,20,13,,,,,,1,Los Angeles International,,,,,,,,,,Russia
22,Los Cabos,2,5,15,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,5,15,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,14,11,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
35,Internacional Benito Juarez,NULL,NULL,11,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
54,Don Miguel Hidalgo y Costilla International,1,A2,16,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,2A,17,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
181,Licenciado Gustavo Díaz Ordaz International,1,14,3,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,14,3,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,14,3,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
167,Juan Santamaría International,M,19,5,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
56,Tocumen International,2,210,17,,,,,,1,Los Angeles International,,,,,,,,,,Panama
56,Tocumen International,2,210,17,,,,,,1,Los Angeles International,,,,,,,,,,Panama
22,Los Cabos,2,6,13,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,6,13,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,6,13,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
261,Loreto,NULL,2,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
261,Loreto,NULL,2,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
35,Internacional Benito Juarez,1,27,30,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,27,30,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
217,Ataturk Airport,NULL,A2,24,,,,,,1,Los Angeles International,,,,,,,,,,Turkey
217,Ataturk Airport,NULL,A2,24,,,,,,1,Los Angeles International,,,,,,,,,,Turkey
217,Ataturk Airport,NULL,A2,24,,,,,,1,Los Angeles International,,,,,,,,,,Turkey
216,Guangzhou Baiyun International,2,NULL,15,,,,,,1,Los Angeles International,,,,,,,,,,China
208,Daniel Oduber International,NULL,3,9,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
19,Haneda Airport,NULL,NULL,6,,,,,,1,Los Angeles International,,,,,,,,,,Japan
106,Arturo Merino Benitez,NULL,NULL,19,,,,,,1,Los Angeles International,,,,,,,,,,Chile
81,Seoul (Incheon),NULL,NULL,23,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
5,Auckland International,I,8,39,,,,,,1,Los Angeles International,,,,,,,,,,New Zealand
196,Frankfurt International Airport,1,Z69,46,,,,,,1,Los Angeles International,,,,,,,,,,Germany
194,Doha International,NULL,C7,32,,,,,,1,Los Angeles International,,,,,,,,,,Qatar
50,Dubai,3,B32,8,,,,,,1,Los Angeles International,,,,,,,,,,United Arab Emirates
215,Ninoy Aquino International,1,NULL,19,,,,,,1,Los Angeles International,,,,,,,,,,Phillipines
196,Frankfurt International Airport,1,Z69,46,,,,,,1,Los Angeles International,,,,,,,,,,Germany
81,Seoul (Incheon),1,15,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
22,Los Cabos,2,9,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,9,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,9,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
181,Licenciado Gustavo Díaz Ordaz International,1,10,2,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,10,2,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,10,2,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
6,Schiphol,2,F5,1,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,F5,1,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
207,El Salvador International,NULL,G10,9,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,G10,9,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
81,Seoul (Incheon),2,254,10,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,254,10,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,254,10,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,254,10,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,15,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,15,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,15,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,15,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
49,Narita International Airport,1S,58A,14,,,,,,1,Los Angeles International,,,,,,,,,,Japan
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
181,Licenciado Gustavo Díaz Ordaz International,1,B14,5,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
4,Aguascalients,1,3,29,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
4,Aguascalients,1,3,29,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
14,Brisbane International,I,NULL,19,,,,,,1,Los Angeles International,,,,,,,,,,Australia
220,Shanghai Pudong International,NULL,NULL,28,,,,,,1,Los Angeles International,,,,,,,,,,China
147,Charles De Gaulle,2E,K43,20,,,,,,1,Los Angeles International,,,,,,,,,,France
217,Ataturk Airport,NULL,A3,28,,,,,,1,Los Angeles International,,,,,,,,,,Turkey
217,Ataturk Airport,NULL,A3,28,,,,,,1,Los Angeles International,,,,,,,,,,Turkey
217,Ataturk Airport,NULL,A3,28,,,,,,1,Los Angeles International,,,,,,,,,,Turkey
217,Ataturk Airport,NULL,A3,28,,,,,,1,Los Angeles International,,,,,,,,,,Turkey
81,Seoul (Incheon),2,254,11,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,254,11,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,254,11,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,254,11,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
262,Liege Airport,NULL,NULL,60,,,,,,1,Los Angeles International,,,,,,,,,,Belgium
217,Ataturk Airport,NULL,D13,22,,,,,,1,Los Angeles International,,,,,,,,,,Turkey
217,Ataturk Airport,NULL,D13,22,,,,,,1,Los Angeles International,,,,,,,,,,Turkey
52,Fuzhou,NULL,NULL,70,,,,,,1,Los Angeles International,,,,,,,,,,China
,,,,,,,,,,,,,,,,,,,,,
147,Charles De Gaulle,2E,K30,33,,,,,,1,Los Angeles International,,,,,,,,,,France
49,Narita International Airport,2,62,11,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,1,54,30,,,,,,1,Los Angeles International,,,,,,,,,,Japan
230,Kingsford Smith,NULL,54,15,,,,,,1,Los Angeles International,,,,,,,,,,Australia
220,Shanghai Pudong International,NULL,NULL,10,,,,,,1,Los Angeles International,,,,,,,,,,China
218,Taiwan Taoyuan International (Chiang Kai Shek International),NULL,NULL,4,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
247,Chu-Bu Centrair International (Central Japan International),NULL,NULL,4,,,,,,1,Los Angeles International,,,,,,,,,,Japan
,,,,,,,,,,,,,,,,,,,,,
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,D6,14,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,D6,14,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
61,Cancún International,2,A6,7,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
15,Del Bajío International,1,1,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,NULL,NULL,40,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
167,Juan Santamaría International,M,19,15,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
54,Don Miguel Hidalgo y Costilla International,1,B12,11,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
54,Don Miguel Hidalgo y Costilla International,1,B12,11,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
181,Licenciado Gustavo Díaz Ordaz International,1,17,5,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,17,5,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,17,5,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
49,Narita International Airport,1,55,15,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,1,55,15,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,1,55,15,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,2,62,36,,,,,,1,Los Angeles International,,,,,,,,,,Japan
19,Haneda Airport,NULL,NULL,21,,,,,,1,Los Angeles International,,,,,,,,,,Japan
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
54,Don Miguel Hidalgo y Costilla International,1,D31,28,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
208,Daniel Oduber International,NULL,2,10,,,,,,1,Los Angeles International,,,,,,,,,,Costa Rica
81,Seoul (Incheon),NULL,NULL,9,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
216,Guangzhou Baiyun International,2,NULL,25,,,,,,1,Los Angeles International,,,,,,,,,,China
216,Guangzhou Baiyun International,2,NULL,25,,,,,,1,Los Angeles International,,,,,,,,,,China
216,Guangzhou Baiyun International,2,NULL,25,,,,,,1,Los Angeles International,,,,,,,,,,China
81,Seoul (Incheon),NULL,NULL,8,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
49,Narita International Airport,1S,33,22,,,,,,1,Los Angeles International,,,,,,,,,,Japan
253,Nanjing Lukou International Airport,NULL,NULL,25,,,,,,1,Los Angeles International,,,,,,,,,,China
35,Internacional Benito Juarez,2,68,15,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,68,15,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,68,15,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
207,El Salvador International,NULL,8,14,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,15,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,15,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,15,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,15,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
206,La Aurora,NULL,19,6,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
206,La Aurora,NULL,G4,7,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
206,La Aurora,NULL,G4,7,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
206,La Aurora,NULL,G4,7,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
194,Doha International,NULL,C1,37,,,,,,1,Los Angeles International,,,,,,,,,,Qatar
194,Doha International,NULL,C1,37,,,,,,1,Los Angeles International,,,,,,,,,,Qatar
81,Seoul (Incheon),1,NULL,19,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
19,Haneda Airport,NULL,NULL,12,,,,,,1,Los Angeles International,,,,,,,,,,Japan
19,Haneda Airport,3,112,28,,,,,,1,Los Angeles International,,,,,,,,,,Japan
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,D2,16,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,D2,16,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
,,,,,,,,,,,,,,,,,,,,,
49,Narita International Airport,NULL,NULL,15,,,,,,1,Los Angeles International,,,,,,,,,,Japan
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
81,Seoul (Incheon),2,265,29,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,265,29,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,265,29,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,265,29,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,6,25,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,6,25,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,6,25,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,6,25,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,6,25,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
,,,,,,,,,,,,,,,,,,,,,
22,Los Cabos,2,14,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,14,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,14,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,NULL,NULL,6,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
6,Schiphol,2,G7,14,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,G7,14,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
,,,,,,,,,,,,,,,,,,,,,
35,Internacional Benito Juarez,1,36,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,36,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,36,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
179,Jorge Chavez International,NULL,22,8,,,,,,1,Los Angeles International,,,,,,,,,,Peru
179,Jorge Chavez International,NULL,22,8,,,,,,1,Los Angeles International,,,,,,,,,,Peru
179,Jorge Chavez International,NULL,22,8,,,,,,1,Los Angeles International,,,,,,,,,,Peru
252,Christchurch International,NULL,I30,29,,,,,,1,Los Angeles International,,,,,,,,,,New Zealand
218,Taiwan Taoyuan International (Chiang Kai Shek International),NULL,NULL,13,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
181,Licenciado Gustavo Díaz Ordaz International,1,14,7,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,14,7,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,14,7,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,5,14,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,5,14,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,10,5,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,10,5,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,10,5,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
35,Internacional Benito Juarez,NULL,NULL,NULL,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
207,El Salvador International,NULL,NULL,NULL,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
,,,,,,,,,,,,,,,,,,,,,
230,Kingsford Smith,1,9,661,,,,,,1,Los Angeles International,,,,,,,,,,Australia
230,Kingsford Smith,1,60,56,,,,,,1,Los Angeles International,,,,,,,,,,Australia
230,Kingsford Smith,1,54,1,,,,,,1,Los Angeles International,,,,,,,,,,Australia
194,Doha International,NULL,C9,21,,,,,,1,Los Angeles International,,,,,,,,,,Qatar
194,Doha International,NULL,C9,21,,,,,,1,Los Angeles International,,,,,,,,,,Qatar
194,Doha International,NULL,C9,21,,,,,,1,Los Angeles International,,,,,,,,,,Qatar
35,Internacional Benito Juarez,2,54,19,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,54,19,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,54,19,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,31,16,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
181,Licenciado Gustavo Díaz Ordaz International,1,11,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,11,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
181,Licenciado Gustavo Díaz Ordaz International,1,11,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
56,Tocumen International,2,207,14,,,,,,1,Los Angeles International,,,,,,,,,,Panama
56,Tocumen International,2,207,14,,,,,,1,Los Angeles International,,,,,,,,,,Panama
56,Tocumen International,2,207,14,,,,,,1,Los Angeles International,,,,,,,,,,Panama
,,,,,,,,,,,,,,,,,,,,,
245,Xiamen,3,E,16,,,,,,1,Los Angeles International,,,,,,,,,,China
106,Arturo Merino Benitez,NULL,NULL,NULL,,,,,,1,Los Angeles International,,,,,,,,,,Chile
198,International,NULL,C16,19,,,,,,1,Los Angeles International,,,,,,,,,,
35,Internacional Benito Juarez,2,60,26,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
254,Francisco J. Múgica Internacional,1,3,7,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
254,Francisco J. Múgica Internacional,1,3,7,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,1,21,9,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
54,Don Miguel Hidalgo y Costilla International,NULL,NULL,16,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,59,25,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,59,25,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,59,25,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,55A,36,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,55A,36,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,55A,36,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
61,Cancún International,2,A6,23,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
61,Cancún International,4,55,12,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
61,Cancún International,3,C24,10,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
22,Los Cabos,2,3B,8,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
4,Aguascalients,1,3,2,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
4,Aguascalients,1,3,2,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,54,16,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,54,16,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,54,16,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
206,La Aurora,NULL,G4,20,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
206,La Aurora,NULL,G4,20,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
206,La Aurora,NULL,G4,20,,,,,,1,Los Angeles International,,,,,,,,,,Guatemala
230,Kingsford Smith,1,10,13,,,,,,1,Los Angeles International,,,,,,,,,,Australia
230,Kingsford Smith,1,10,13,,,,,,1,Los Angeles International,,,,,,,,,,Australia
81,Seoul (Incheon),2,255,18,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,255,18,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,255,18,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,255,18,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
49,Narita International Airport,2,93,5,,,,,,1,Los Angeles International,,,,,,,,,,Japan
218,Taiwan Taoyuan International (Chiang Kai Shek International),2,NULL,5,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
81,Seoul (Incheon),1,14,14,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,14,14,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,14,14,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,14,14,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),1,14,14,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
19,Haneda Airport,NULL,NULL,42,,,,,,1,Los Angeles International,,,,,,,,,,Japan
228,Singapore Changi,3,A13,22,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
228,Singapore Changi,3,A13,22,,,,,,1,Los Angeles International,,,,,,,,,,Singapore
35,Internacional Benito Juarez,2,56,19,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,56,19,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,56,19,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,56,19,,,,,,1,Los Angeles International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
