departure_airport_id,departure_airport,departure_terminal,departure_gate,departure_delay,,,,,,arrival_airport_id,arrival_airport,,,,,,,,,,Country
81,Seoul (Incheon),NULL,NULL,15,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
81,Seoul (Incheon),NULL,NULL,28,,,,,,1,Los Angeles International,,,,,,,,,,South Korea
49,Narita International Airport,1,52,12,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,1,52,12,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,1,52,12,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,2,65,13,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,2,65,13,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,2,65,13,,,,,,1,Los Angeles International,,,,,,,,,,Japan
49,Narita International Airport,2,65,13,,,,,,1,Los Angeles International,,,,,,,,,,Japan
6,Schiphol,2,E18,11,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
6,Schiphol,2,E18,11,,,,,,1,Los Angeles International,,,,,,,,,,Netherlands
230,Kingsford Smith,1,50,3,,,,,,1,Los Angeles International,,,,,,,,,,Australia
196,Frankfurt International Airport,1,Z66,21,,,,,,1,Los Angeles International,,,,,,,,,,Germany
196,Frankfurt International Airport,1,Z66,21,,,,,,1,Los Angeles International,,,,,,,,,,Germany
147,Charles De Gaulle,2E,L53,34,,,,,,1,Los Angeles International,,,,,,,,,,France
218,Taiwan Taoyuan International (Chiang Kai Shek International),NULL,NULL,93,,,,,,1,Los Angeles International,,,,,,,,,,Taiwan
207,El Salvador International,NULL,NULL,1,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,1,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,1,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
207,El Salvador International,NULL,NULL,10,,,,,,1,Los Angeles International,,,,,,,,,,El Salvador
88,James Cox Dayton International,NULL,B12,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
150,Nassau International,A,C45,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
150,Nassau International,A,C45,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
150,Nassau International,A,C45,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
64,Cyril E King Airport,NULL,6,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
64,Cyril E King Airport,NULL,6,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
64,Cyril E King Airport,NULL,6,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
,,,,,,,,,,,,,,,,,,,,,
198,International,NULL,C4,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C4,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C4,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
200,Pierre Elliott Trudeau International,NULL,C76,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
200,Pierre Elliott Trudeau International,NULL,C76,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
200,Pierre Elliott Trudeau International,NULL,C76,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
200,Pierre Elliott Trudeau International,NULL,C76,11,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
94,Luis Munoz Marin International,B,B11,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
57,Punta Cana International,B,A15,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Dominican Republic
198,International,NULL,B5,31,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
84,Sangster International,NULL,15,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Jamaica
84,Sangster International,NULL,15,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Jamaica
84,Sangster International,NULL,15,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Jamaica
84,Sangster International,NULL,15,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Jamaica
134,Municipal,NULL,NULL,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
61,Cancún International,3,C10,17,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
64,Cyril E King Airport,NULL,6,22,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
196,Frankfurt International Airport,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Germany
196,Frankfurt International Airport,1,B45,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Germany
81,Seoul (Incheon),2,F21,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,F21,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
195,Lester B. Pearson International,3,A12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
6,Schiphol,2,D43,NULL,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
198,International,NULL,ARR,56,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,ARR,56,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
64,Cyril E King Airport,NULL,5,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
218,Taiwan Taoyuan International (Chiang Kai Shek International),NULL,NULL,88,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Taiwan
198,International,NULL,B3,34,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
150,Nassau International,A,C45,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
150,Nassau International,A,C45,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
150,Nassau International,A,C45,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
150,Nassau International,A,C45,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
196,Frankfurt International Airport,NULL,NULL,18,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Germany
196,Frankfurt International Airport,1,B45,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Germany
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
196,Frankfurt International Airport,NULL,NULL,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Germany
136,Sharjah International Airport,NULL,9,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
,,,,,,,,,,,,,,,,,,,,,
61,Cancún International,3,C22,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C22,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C22,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
134,Municipal,NULL,NULL,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
19,Haneda Airport,3,114,31,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Japan
22,Los Cabos,2,5,36,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
54,Don Miguel Hidalgo y Costilla International,1,B10,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
136,Sharjah International Airport,NULL,9,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
,,,,,,,,,,,,,,,,,,,,,
134,Municipal,NULL,NULL,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,06B,45,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
94,Luis Munoz Marin International,B,B11,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
208,Daniel Oduber International,NULL,2,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
208,Daniel Oduber International,NULL,2,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
208,Daniel Oduber International,NULL,2,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
61,Cancún International,3,C12,57,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C12,57,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C12,57,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
198,International,NULL,C3,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,24,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
147,Charles De Gaulle,2E,K35,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K35,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K35,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
147,Charles De Gaulle,2E,K35,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
61,Cancún International,3,C12,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C12,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C12,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
198,International,NULL,C4,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
61,Cancún International,3,C12,19,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
6,Schiphol,2,D7,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,2,D7,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
6,Schiphol,2,D7,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
168,Aeropuerto de las Américas,NULL,A4,23,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Dominican Republic
168,Aeropuerto de las Américas,NULL,A4,23,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Dominican Republic
35,Internacional Benito Juarez,2,52,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
94,Luis Munoz Marin International,B,B11,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
198,International,NULL,2,28,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
94,Luis Munoz Marin International,B,B10,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B10,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B10,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B10,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
147,Charles De Gaulle,2E,L30,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,France
6,Schiphol,2,D43,5,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
35,Internacional Benito Juarez,2,52,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
35,Internacional Benito Juarez,2,52,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
134,Municipal,NULL,NULL,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
134,Municipal,NULL,NULL,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
61,Cancún International,3,C20,21,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
81,Seoul (Incheon),2,F21,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,F21,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
88,James Cox Dayton International,NULL,B12,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
195,Lester B. Pearson International,3,A9,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A9,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A9,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A9,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A9,16,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
187,Sheffield,NULL,NULL,2,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,England
150,Nassau International,A,C45,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
150,Nassau International,A,C45,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
150,Nassau International,A,C45,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Bahamas
167,Juan Santamaría International,NULL,11,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Costa Rica
198,International,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,NULL,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,10,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C4,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C4,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
88,James Cox Dayton International,NULL,B12,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
81,Seoul (Incheon),2,231,18,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,231,18,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
136,Sharjah International Airport,NULL,9,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
136,Sharjah International Airport,NULL,9,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,United Arab Emirates
94,Luis Munoz Marin International,B,B11,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
94,Luis Munoz Marin International,B,B11,6,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Puerto Rico
268,Leonardo Da Vinci (Fiumicino),3,E22,14,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Italy
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
198,International,NULL,C4,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C4,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C4,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
178,Aeroporto Internacional Guarulhos,3,302,15,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Brazil
196,Frankfurt International Airport,NULL,NULL,8,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Germany
196,Frankfurt International Airport,1,B48,51,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Germany
81,Seoul (Incheon),2,F21,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
81,Seoul (Incheon),2,F21,3,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,South Korea
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
269,Norman Manley,NULL,9,9,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Jamaica
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
198,International,NULL,2,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,2,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,2,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,2,12,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
6,Schiphol,2,D7,7,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Netherlands
198,International,NULL,C3,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
198,International,NULL,C3,13,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,
61,Cancún International,3,C21,35,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C21,35,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C21,35,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
61,Cancún International,3,C21,35,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Mexico
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
57,Punta Cana International,B,A15,65,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Dominican Republic
64,Cyril E King Airport,NULL,6,28,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
64,Cyril E King Airport,NULL,6,28,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
64,Cyril E King Airport,NULL,6,28,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Virgin Islands
,,,,,,,,,,,,,,,,,,,,,
195,Lester B. Pearson International,3,A12,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
195,Lester B. Pearson International,3,A12,4,,,,,,2,Hartsfield-jackson Atlanta International,,,,,,,,,,Canada
